;СОУН;Объект ФНС России;Тип оборудования;Производитель;Модель;Серийный номер;Сервисный номер 2017;Инвентарный номер;Год выпуска;Гарантия;;
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB1YW83 ;77000-6-6-34-PB1YW83 ;101340219056;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX4C;77000-4-4-19-PB2AX4C;101340218964;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX4R;77000-3-3-27-PB2AX4R;101340218965;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX4T ;77000-4-4-09-PB2AX4T ;101340218952;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX5D;77000-3-3-56-PB2AX5D;101340218969;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX5H ;77000-5-5-44-PB2AX5H ;101340218957;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX5K ;77000-4-4-36-PB2AX5K ;101340218968;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX8M ;77000-4-4-75-PB2AX8M ;101340219071;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX8P ;77000-4-4-48-PB2AX8P ;101340219072;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AX9G;77001-4-4-39-PB2AX9G;101340219059;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AY0Z;77000-5-5-51-PB2AY0Z;101340218947;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AY3G ;77000-5-5-36-PB2AY3G ;101340219025;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AY3H  ;77000-1-1-39-PB2AY3H  ;101340219035;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AY3V ;77000-2-2-56-PB2AY3V ;101340219020;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AY3W ;77000-1-1-06-PB2AY3W ;101340219014;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AY3Y ;77000-5-5-27-PB2AY3Y ;101340219045;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AY4D;77000-4-4-20-PB2AY4D;101340219051;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2AY6X;77000-3-3-10-PB2AY6X;101340219096;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CF9H ;77000-3-3-22-PB2CF9H ;101340218944;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CF9K ;77000-2-2-84-PB2CF9K ;101340218915;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CF9L ;77000-1-1-40-PB2CF9L ;101340218951;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5D ;77000-6-6-74-PB2CG5D ;101340218988;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5E;77000-2-2-76-PB2CG5E;101340218980;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5F ;77000-1-1-08-PB2CG5F ;101340218945;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5G ;77000-1-1-67-PB2CG5G ;101340218937;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5L;77000-3-3-51-PB2CG5L;101340218977;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5N  ;77000-6-6-71-PB2CG5N  ;101340218946;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5R;77000-6-6-13-PB2CG5R;101340218972;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5X;77000-6-6-22-PB2CG5X;101340218966;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG5Y ;77000-1-1-04-PB2CG5Y ;101340218941;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CG6B ;77000-1-1-34-PB2CG6B ;101340218940;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CV0G ;77000-5-5-77-PB2CV0G ;101340219016;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CW2V;77000-6-6-78-PB2CW2V;101340219070;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CW2W;77000-6-6-64-PB2CW2W;101340219085;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CW2X;77000-6-6-29-PB2CW2X;101340219100;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CW2Y ;77000-1-1-08-PB2CW2Y ;101340219090;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CW3C ;77000-3-3-78-PB2CW3C ;101340219102;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CW3E ;77000-4-4-49-PB2CW3E ;101340219079;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX4Y ;77000-5-5-42-PB2CX4Y ;101340219180;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX5L;77000-2-2-61-PB2CX5L;101340219177;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX5L;77000-3-3-70-PB2CX5L;101340219174;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX5F;77000-2-2-13-PB2CX5F;101340219188;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX5K;77000-3-3-73-PB2CX5K;101340219183;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX5L;77000-0-00-1S34921B4PB2CX5L;101340219167;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX5M ;77000-4-3-121-PB2CX5M ;101340219105;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX5N ;77000-5-5-18-PB2CX5N ;101340219178;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB2CX5P;77000-4-4-67-PB2CX5P;101340219145;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4MK27 ;77000-5-5-27-PB4MK27 ;101340219114;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4MK30 ;77000-2-2-07-PB4MK30 ;101340219132;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);РВ4МКЗЗ;77000-6-6-35-РВ4МКЗЗ;101340219134;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4MK34;77000-4-4-61-PB4MK34;101340219133;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4MK35 ;77000-6-6-62-PB4MK35 ;101340219148;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4MK36  ;77000-4-4-08-PB4MK36  ;101340219156;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4MK39 ;77000-1-1-06-PB4MK39 ;101340219125;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4MK41 ;77000-1-1-62-PB4MK41 ;101340219142;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NF17;77000-1-3-122-PB4NF17;101340219126;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NF64 ;77000-6-6-29-PB4NF64 ;101340218943;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NH79;77000-0-00-1S34921B4PB4NH79;101340219107;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY93;77000-4-4-03-PB4NY93;101340218958;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NW25 ;77000-2-2-24-PB4NW25 ;101340218906;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NW28;77000-3-3-15-PB4NW28;101340218939;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NW85;77000-4-4-10-PB4NW85;101340218949;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NW90 ;77000-3-3-51-PB4NW90 ;101340218990;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NW97 ;77000-2-2-24-PBNW97 ;101340219094;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NW98;77000-3-3-61-PB4NW98;101340219075;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NW99 ;77000-4-4-75-PB4NW99 ;101340219086;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NX01;77000-5-5-50-PB4NX01;101340219098;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NX02;77000-4-4-19-PB4NX02;101340219091;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NX78 ;77000-2-2-65-PB4NX78 ;101340218916;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NX95 ;77000-3-3-31-PB4NX95 ;101340219168;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NX96;77000-5-5-07-PB4NX96;101340219166;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NX98;77000-1-1-78-PB4NX98;101340219159;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NX99 ;77000-5-5-36-PB4NX99 ;101340219191;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY00 ;77000-3-3-46-PB1NY00 ;101340219190;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY01 ;77000-5-5-63-PB4NY01 ;101340219106;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY22;77000-2-2-36-PB4NY22;101340219095;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY23;77000-6-6-26-PB4NY23;101340219073;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY36;77000-6-6-52-PB4NY36;101340219033;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY63;77000-2-2-28-PB4NY63;101340218950;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY94;77000-4-4-59-PB4NY94;101340218971;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY97 ;77000-2-2-05-PB4NY97 ;101340218979;2013;01.09.2018;!;!
!;7700;УФНС России по Москве;Рабочая станция (Тип 0);Lenovo;Edge 72 Tower (модель 3492);PB4NY98;77000-1-1-30-PB4NY98;101340218983;2013;01.09.2018;!;!
